subject,condition,filename,sequence,IC,high_IC_chosen,target_pos,target_metric_2,target_metric_4,accent,musician
flrhcy,tonic G4,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,0
78h1fg,tonic G4,fc_IC_accent_3_4.mp3,"[1, 3, 6, 3, 2, 3, 1]",,0,4,1,1,1,0
78h1fg,tonic G4,fc_IC_accent_5_3.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,0
78h1fg,tonic G4,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,0
78h1fg,tonic G4,fc_IC_accent_3_3.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,1,0
78h1fg,tonic G4,fc_IC_default_3_4.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,0,0
78h1fg,tonic G4,fc_IC_default_3_3.mp3,"[1, 2, 3, 2, 3, 1]",,0,3,2,4,0,0
78h1fg,tonic G4,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,0
78h1fg,tonic G4,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,0,0
78h1fg,tonic G4,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,0,0
78h1fg,tonic G4,fc_IC_accent_3_1.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,0
78h1fg,tonic G4,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,0,0
78h1fg,tonic G4,fc_IC_default_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,0
78h1fg,tonic G4,fc_IC_accent_5_2.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,1,0
78h1fg,tonic G4,fc_IC_accent_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,1,0
78h1fg,tonic G4,fc_IC_default_3_1.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,0,0
78h1fg,tonic G4,fc_IC_accent_3_2.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,1,0
s6w20j,tonic G4,fc_IC_accent_5_3.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,1,0
s6w20j,tonic G4,fc_IC_default_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,0,0
s6w20j,tonic G4,fc_IC_accent_3_2.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,1,0
s6w20j,tonic G4,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,0,0
s6w20j,tonic G4,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,0,0
s6w20j,tonic G4,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,0,0
s6w20j,tonic G4,fc_IC_default_3_3.mp3,"[1, 2, 3, 2, 3, 1]",,1,3,2,4,0,0
s6w20j,tonic G4,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,0
s6w20j,tonic G4,fc_IC_accent_3_4.mp3,"[1, 3, 6, 3, 2, 3, 1]",,1,4,1,1,1,0
s6w20j,tonic G4,fc_IC_default_3_1.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,0,0
s6w20j,tonic G4,fc_IC_accent_5_2.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,0
s6w20j,tonic G4,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,0,0
s6w20j,tonic G4,fc_IC_default_3_4.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,0,0
s6w20j,tonic G4,fc_IC_accent_3_3.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,0
s6w20j,tonic G4,fc_IC_accent_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,0
s6w20j,tonic G4,fc_IC_accent_3_1.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,0
ec9s17,tonic Bb4,fc_IC_accent_3_2.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,1,1
ec9s17,tonic Bb4,fc_IC_accent_5_2.mp3,"[1, 2, 3, 6, 5, 4, 3, 1]",,1,5,2,2,1,1
ec9s17,tonic Bb4,fc_IC_default_3_1.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,0,1
ec9s17,tonic Bb4,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,0,1
ec9s17,tonic Bb4,fc_IC_default_5_4.mp3,"[1, 3, 6, 5, 4, 3, 1]",,0,4,1,1,0,1
ec9s17,tonic Bb4,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,1
ec9s17,tonic Bb4,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,1
ec9s17,tonic Bb4,fc_IC_accent_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,1,1
ec9s17,tonic Bb4,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,1
ec9s17,tonic Bb4,fc_IC_default_3_4.mp3,"[1, 3, 6, 3, 2, 3, 1]",,1,4,1,1,0,1
ec9s17,tonic Bb4,fc_IC_accent_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,1,1
ec9s17,tonic Bb4,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,1
ec9s17,tonic Bb4,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,0,1
ec9s17,tonic Bb4,fc_IC_accent_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,1,1
ec9s17,tonic Bb4,fc_IC_accent_5_4.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,1,1
ec9s17,tonic Bb4,fc_IC_accent_3_1.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,1,1
u47d1f,tonic Bb4,fc_IC_accent_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,1,0
u47d1f,tonic Bb4,fc_IC_default_5_4.mp3,"[1, 3, 6, 5, 4, 3, 1]",,0,4,1,1,0,0
u47d1f,tonic Bb4,fc_IC_accent_3_1.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,1,0
u47d1f,tonic Bb4,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,0,0
u47d1f,tonic Bb4,fc_IC_accent_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,1,0
u47d1f,tonic Bb4,fc_IC_default_3_1.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,0,0
u47d1f,tonic Bb4,fc_IC_accent_5_4.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,1,0
u47d1f,tonic Bb4,fc_IC_accent_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,1,0
u47d1f,tonic Bb4,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,0
u47d1f,tonic Bb4,fc_IC_accent_3_2.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,1,0
u47d1f,tonic Bb4,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,0,0
u47d1f,tonic Bb4,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,0
u47d1f,tonic Bb4,fc_IC_accent_5_2.mp3,"[1, 2, 3, 6, 5, 4, 3, 1]",,0,5,2,2,1,0
u47d1f,tonic Bb4,fc_IC_default_3_4.mp3,"[1, 3, 6, 3, 2, 3, 1]",,1,4,1,1,0,0
u47d1f,tonic Bb4,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,0,0
u47d1f,tonic Bb4,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,0,0
ttvk1n,tonic Bb4,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,1
ttvk1n,tonic Bb4,fc_IC_accent_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,1,1
ttvk1n,tonic Bb4,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,1
ttvk1n,tonic Bb4,fc_IC_default_3_1.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,0,1
ttvk1n,tonic Bb4,fc_IC_accent_5_4.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,1,1
ttvk1n,tonic Bb4,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,1
ttvk1n,tonic Bb4,fc_IC_accent_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,1,1
ttvk1n,tonic Bb4,fc_IC_accent_3_1.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,1,1
ttvk1n,tonic Bb4,fc_IC_accent_3_2.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,1,1
ttvk1n,tonic Bb4,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,1,1
ttvk1n,tonic Bb4,fc_IC_accent_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,1,1
ttvk1n,tonic Bb4,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,1
ttvk1n,tonic Bb4,fc_IC_default_3_4.mp3,"[1, 3, 6, 3, 2, 3, 1]",,1,4,1,1,0,1
ttvk1n,tonic Bb4,fc_IC_accent_5_2.mp3,"[1, 2, 3, 6, 5, 4, 3, 1]",,0,5,2,2,1,1
ttvk1n,tonic Bb4,fc_IC_default_5_4.mp3,"[1, 3, 6, 5, 4, 3, 1]",,0,4,1,1,0,1
ttvk1n,tonic Bb4,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,0,1
w3m1ys,tonic Bb4,fc_IC_accent_5_4.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,1,0
w3m1ys,tonic Bb4,fc_IC_default_3_4.mp3,"[1, 3, 6, 3, 2, 3, 1]",,1,4,1,1,0,0
w3m1ys,tonic Bb4,fc_IC_accent_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,1,0
w3m1ys,tonic Bb4,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,0
w3m1ys,tonic Bb4,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,0,0
w3m1ys,tonic Bb4,fc_IC_default_5_4.mp3,"[1, 3, 6, 5, 4, 3, 1]",,1,4,1,1,0,0
w3m1ys,tonic Bb4,fc_IC_accent_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,0
w3m1ys,tonic Bb4,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,0
w3m1ys,tonic Bb4,fc_IC_accent_3_1.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,1,0
w3m1ys,tonic Bb4,fc_IC_accent_3_2.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,1,0
w3m1ys,tonic Bb4,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
w3m1ys,tonic Bb4,fc_IC_default_3_1.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,0,0
w3m1ys,tonic Bb4,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
w3m1ys,tonic Bb4,fc_IC_accent_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,1,0
w3m1ys,tonic Bb4,fc_IC_accent_5_2.mp3,"[1, 2, 3, 6, 5, 4, 3, 1]",,1,5,2,2,1,0
w3m1ys,tonic Bb4,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,0
flba1o,tonic Bb4,fc_IC_accent_5_2.mp3,"[1, 2, 3, 6, 5, 4, 3, 1]",,1,5,2,2,1,1
flba1o,tonic Bb4,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,0,1
flba1o,tonic Bb4,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,1
flba1o,tonic Bb4,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,1
flba1o,tonic Bb4,fc_IC_accent_3_1.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,1,1
flba1o,tonic Bb4,fc_IC_accent_3_2.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,1,1
flba1o,tonic Bb4,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,1
flba1o,tonic Bb4,fc_IC_default_5_4.mp3,"[1, 3, 6, 5, 4, 3, 1]",,0,4,1,1,0,1
flba1o,tonic Bb4,fc_IC_accent_5_4.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,1,1
flba1o,tonic Bb4,fc_IC_accent_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,1,1
flba1o,tonic Bb4,fc_IC_default_3_1.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,0,1
flba1o,tonic Bb4,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,1
flba1o,tonic Bb4,fc_IC_accent_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,1
flba1o,tonic Bb4,fc_IC_accent_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,1,1
flba1o,tonic Bb4,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,1
flba1o,tonic Bb4,fc_IC_default_3_4.mp3,"[1, 3, 6, 3, 2, 3, 1]",,1,4,1,1,0,1
w44qgq,tonic Bb4,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
w44qgq,tonic Bb4,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,0
w44qgq,tonic Bb4,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,0,0
w44qgq,tonic Bb4,fc_IC_accent_3_1.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,1,0
w44qgq,tonic Bb4,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,0
w44qgq,tonic Bb4,fc_IC_accent_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,1,0
w44qgq,tonic Bb4,fc_IC_accent_5_2.mp3,"[1, 2, 3, 6, 5, 4, 3, 1]",,1,5,2,2,1,0
w44qgq,tonic Bb4,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
w44qgq,tonic Bb4,fc_IC_default_3_1.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,0,0
w44qgq,tonic Bb4,fc_IC_accent_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,1,0
w44qgq,tonic Bb4,fc_IC_accent_3_2.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,1,0
w44qgq,tonic Bb4,fc_IC_accent_5_4.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,1,0
w44qgq,tonic Bb4,fc_IC_accent_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,0
w44qgq,tonic Bb4,fc_IC_default_3_4.mp3,"[1, 3, 6, 3, 2, 3, 1]",,1,4,1,1,0,0
w44qgq,tonic Bb4,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,1,0
w44qgq,tonic Bb4,fc_IC_default_5_4.mp3,"[1, 3, 6, 5, 4, 3, 1]",,0,4,1,1,0,0
fvlttn,tonic Bb4,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
fvlttn,tonic Bb4,fc_IC_default_3_1.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,0,0
fvlttn,tonic Bb4,fc_IC_accent_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,1,0
fvlttn,tonic Bb4,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,0
fvlttn,tonic Bb4,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,0
fvlttn,tonic Bb4,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
fvlttn,tonic Bb4,fc_IC_default_5_4.mp3,"[1, 3, 6, 5, 4, 3, 1]",,0,4,1,1,0,0
fvlttn,tonic Bb4,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,0,0
fvlttn,tonic Bb4,fc_IC_accent_5_4.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,1,0
fvlttn,tonic Bb4,fc_IC_accent_3_1.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,1,0
fvlttn,tonic Bb4,fc_IC_default_3_4.mp3,"[1, 3, 6, 3, 2, 3, 1]",,0,4,1,1,0,0
fvlttn,tonic Bb4,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,0
fvlttn,tonic Bb4,fc_IC_accent_3_2.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,1,0
fvlttn,tonic Bb4,fc_IC_accent_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,1,0
fvlttn,tonic Bb4,fc_IC_accent_5_2.mp3,"[1, 2, 3, 6, 5, 4, 3, 1]",,0,5,2,2,1,0
fvlttn,tonic Bb4,fc_IC_accent_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,0
zo2z5j,tonic Bb4,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,0
zo2z5j,tonic Bb4,fc_IC_default_3_1.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,0,0
zo2z5j,tonic Bb4,fc_IC_default_3_4.mp3,"[1, 3, 6, 3, 2, 3, 1]",,0,4,1,1,0,0
zo2z5j,tonic Bb4,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
zo2z5j,tonic Bb4,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,0
zo2z5j,tonic Bb4,fc_IC_default_5_4.mp3,"[1, 3, 6, 5, 4, 3, 1]",,0,4,1,1,0,0
zo2z5j,tonic Bb4,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,0
zo2z5j,tonic Bb4,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,0,0
zo2z5j,tonic Bb4,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,0,0
zo2z5j,tonic Bb4,fc_IC_accent_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,0
zo2z5j,tonic Bb4,fc_IC_accent_5_2.mp3,"[1, 2, 3, 6, 5, 4, 3, 1]",,0,5,2,2,1,0
zo2z5j,tonic Bb4,fc_IC_accent_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,1,0
zo2z5j,tonic Bb4,fc_IC_accent_5_4.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,1,0
zo2z5j,tonic Bb4,fc_IC_accent_3_2.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,1,0
zo2z5j,tonic Bb4,fc_IC_accent_3_1.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,1,0
zo2z5j,tonic Bb4,fc_IC_accent_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,1,0
c6mxcy,tonic Bb4,fc_IC_default_5_4.mp3,"[1, 3, 6, 5, 4, 3, 1]",,0,4,1,1,0,0
c6mxcy,tonic Bb4,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,0
c6mxcy,tonic Bb4,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,0
c6mxcy,tonic Bb4,fc_IC_accent_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,1,0
c6mxcy,tonic Bb4,fc_IC_accent_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,1,0
c6mxcy,tonic Bb4,fc_IC_accent_5_2.mp3,"[1, 2, 3, 6, 5, 4, 3, 1]",,1,5,2,2,1,0
c6mxcy,tonic Bb4,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
c6mxcy,tonic Bb4,fc_IC_accent_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,0
c6mxcy,tonic Bb4,fc_IC_accent_3_2.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,1,0
c6mxcy,tonic Bb4,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,1,0
c6mxcy,tonic Bb4,fc_IC_default_3_4.mp3,"[1, 3, 6, 3, 2, 3, 1]",,0,4,1,1,0,0
c6mxcy,tonic Bb4,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,0
c6mxcy,tonic Bb4,fc_IC_accent_3_1.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,1,0
c6mxcy,tonic Bb4,fc_IC_default_3_1.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,0,0
c6mxcy,tonic Bb4,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,0,0
